Hospital_name,Latitude,Longitude
Bệnh viện Lao và Bệnh phổi Thành phố Cần Thơ,10.1027793,105.6683896
Bệnh viện Tâm thần Thành phố Cần Thơ,10.1024149,105.6699702
Bệnh viện Da liễu Cần Thơ,10.0110612,105.7512797
Bệnh viện Đa khoa Sầm Sơn,19.7426316,105.8996095
Bệnh viện Đa khoa Thống Nhất,10.9671203,106.900249
BỆNH VIỆN ĐA KHOA TÂM TRÍ SÀI GÒN,10.8316195,106.6215219
Bệnh viện Đa khoa Quốc tế Vinmec Smart City,21.0078176,105.7473049
Trung tâm y tế Quân dân y Đặc khu Phú Quý,10.520485,108.9331692
Bệnh viện Sản Nhi tỉnh Phú Thọ,21.3360123,105.3853515
Bệnh viện Y dược cổ truyền và Phục hồi chức năng tỉnh Phú Thọ,21.3202832,105.3984383
Bệnh viện Mắt Hà Nam,20.5446146,105.9362355
Bệnh viện Y học cổ truyền Hà Nam,20.544391,105.9373553
Bệnh viện Tâm thần Hà Nam,20.5160002,105.9538931
Bệnh viện Kiến An,20.7997512,106.6248889
Trung tâm Y tế Bình Lục,20.4899848,106.010916
Trạm y tế Thị trấn Vĩnh An,11.0873301,107.0342461
Bệnh viện Phổi Thanh Hoá,19.7523664,105.7586871
Bệnh viện Y học cổ truyền tỉnh Thanh Hoá,19.8147941,105.7822561
Bệnh viện Đa khoa Hạc Thành,19.8159646,105.7817233
Bệnh viện Đa khoa Thanh Hà,19.815243,105.7943604
Bệnh viện Đa khoa Ngọc Lặc,20.0902452,105.370671
Bệnh viện Đa khoa Bỉm Sơn,20.0696234,105.890671
Bệnh viện Đa khoa ACA,20.0683389,105.8532517
Bệnh viện Đa khoa Nga Sơn,20.0093259,105.9681923
Bệnh viện Đa khoa Hoằng Hoá,19.8510155,105.856286
Bệnh viện Đa khoa Hậu Lộc,19.9171255,105.886199
Bệnh viện Đa khoa Hà Trung,20.0053006,105.8502803
Bệnh viện Đa khoa Quảng Xương,19.720074,105.7857053
Bệnh viện Đa khoa Như Thanh,19.6362065,105.5789475
Bệnh viện Đa khoa Thạch Thành,20.1373306,105.6952487
Bệnh viện Đa khoa Thiệu Hoá,19.8673308,105.6768512
Bệnh viện Đa khoa Nông Cống,19.6421976,105.6555434
Bệnh viện Đa khoa Như Xuân,19.6636183,105.4277106
Bệnh viện Đa khoa Vĩnh Lộc,20.0531271,105.6212508
Bệnh viện Đa khoa Triệu Sơn,19.8175885,105.5928112
Bệnh viện Đa khoa huyện Đông Sơn,19.8175902,105.7161848
Bệnh viện Đa khoa Thọ Xuân,19.9225984,105.5256933
Bệnh viện Đa khoa Yên Định,19.9775596,105.6444335
Bệnh viện Đa khoa Thủ Đức,10.8643971,106.7455723
Bệnh viện Đa khoa Hoàn Hảo Kei Mei Kai,10.8698098,106.7627408
Bệnh viện Y học cổ truyền và Phục hồi chức năng Bắc Quảng Trị,17.4756319,106.6051418
Bệnh viện Mắt Bắc Quảng Trị,17.4749688,106.605149
Bệnh viện Hoàn Mỹ Thủ Đức,10.887672,106.7737207
Hospitals MEDIC Ca Mau,9.1888697,105.171771
Bệnh viện Sản - Nhi Cà Mau,9.1745878,105.155094
Bệnh viện Đại học Y Dược Thái Bình,20.4423871,106.3402795
Bệnh viện Điều dưỡng - Phục hồi Chức năng 2,10.8948585,106.8711538
Bệnh viện Đa khoa tỉnh Sơn La,21.2659536,103.9934827
Bệnh viện Quân y 6,21.2962676,103.9534494
Bệnh viện Đa khoa Phúc Yên,21.2330167,105.7081759
Bệnh viện Đa khoa Thiện Nhân,21.1532838,106.1555636
Bệnh viện Ung bướu Nghệ An,18.684257,105.7004094
Trung tâm Huyết học - Truyền máu tỉnh Nghệ An,18.6834985,105.7018999
Bệnh viện Sản Nhi Nghệ An,18.6817991,105.7023591
Trạm y tế phường Kinh Bắc,21.1882324,106.0616157
Cơ sở Điều trị Methadone số 8,11.0984917,107.0363429
Bệnh viện Đa khoa Hồng Phát,21.0183636,105.841644
Bệnh Viện Đức Phúc,21.014218,105.8408994
Bệnh viện Đa khoa Kiến Xương,20.3922592,106.4462032
Trung tâm Y tế Gia Lộc,20.8772252,106.2964803
Bệnh viện Đa khoa khu vực Quang Bình,22.4080661,104.5902378
Bệnh viện Phục hồi chức năng Hà Giang,22.6249928,104.9401786
Bệnh viện Đa khoa khu vực Xín Mần,22.6776601,104.4620715
Bệnh viện Mắt Hà Giang,22.8190284,104.9837518
Bệnh viện Đa khoa khu vực Bắc Mê,22.7396415,105.3042998
Bệnh viện Đa khoa khu vực Hoàng Su Phì,22.7390863,104.6800523
Bệnh viện Đa khoa khu vực Nà Chì,22.5117951,104.5127152
Bệnh viện Đa khoa khu vực Quản Bạ,23.07111,104.9891456
Bệnh viện Đa khoa Cà Mau,9.1711096,105.160796
Bệnh viện Lao và Bệnh phổi Cà Mau,9.1717485,105.162727
Bệnh viện Y Dược cổ truyền - Phục hồi chức năng tỉnh Cà Mau,9.1917159,105.1271421
Bệnh viện Đa khoa Trần Văn Thời,9.076686,104.9691988
Bệnh viện Đa khoa Năm Căn,8.7690466,104.9966862
Bệnh viện Đa khoa Cái Nước,8.945921,105.0130212
Bệnh viện Đa khoa Đầm Dơi,8.9929143,105.2007781
Trung tâm Y tế khu vực Thới Bình,9.3558927,105.0994439
Trung tâm Y tế khu vực Phú Tân,8.8536821,104.8199684
Trung tâm Y tế khu vực U Minh,9.4104661,104.965713
Bệnh viện Bưu Điện,21.0112634,105.8521234
Trạm y tế xã Thiện Tân,11.0242697,106.8973945
Trạm y tế xã Tân An,11.0401496,106.9145824
Trạm y tế xã Tân Bình,10.9992892,106.8078974
Bệnh viện Đa khoa Nông nghiệp,20.9211478,105.8533418
Trung tâm Y tế Sa Thầy,14.4067128,107.796094
Bệnh viện Y dược cổ truyền - Phục hồi chức năng Kon Tum,14.344555,108.0100401
Trung tâm Y tế Tu Mơ Rông,14.792998,107.9438435
Trung tâm Y tế Đăk Glei,15.0700431,107.7439334
Trung tâm Y tế Đăk Hà,14.5169255,107.9174818
Trung tâm Y tế Đăk Tô,14.6361884,107.8477562
Bệnh viện Đa khoa khu vực Ngọc Hồi,14.6952507,107.6815549
Bệnh viện Đa khoa tỉnh Cao Bằng,22.6527746,106.2703382
Bệnh viện Y học cổ truyền Cao Bằng,22.6563056,106.2627419
Bệnh viện Đa khoa huyện Hà Quảng,22.9001704,106.0692743
Bệnh viện Đa khoa Hưng Nhân,20.6076769,106.1539194
Bệnh viện Phổi Thái Bình,20.4263267,106.3332971
Bệnh viện Nhi Thái Bình,20.4323852,106.351416
Bệnh viện Y học cổ truyền Thái Bình,20.4421642,106.3407174
Bệnh viện Phục hồi chức năng Hưng Yên,20.445147,106.3519381
Bệnh viện Sức khỏe tâm thần Thái Bình,20.4331896,106.347822
Bệnh viện Mắt Thái Bình,20.4324169,106.3469496
Bệnh viện Lão khoa Phước Hải,20.4355122,106.3506328
Bệnh viện Phụ sản An Đức,20.4362813,106.3515046
Bệnh viện Đa khoa Thái Ninh,20.5052416,106.510238
Bệnh viện Đa khoa Phụ Dực,20.6473333,106.4210408
Bệnh viện Đa khoa Nam Tiền Hải,20.3438046,106.5454653
Bệnh viện Đa khoa Hưng Hà,20.5831138,106.2398307
Bệnh viện Đa khoa Lâm Hoa - Hưng Hà,20.5799918,106.2435076
Bệnh viện Đa khoa Thái Thuỵ,20.567939,106.5642954
Bệnh viện Đa khoa Tiền Hải,20.3909814,106.5067784
Bệnh viện Đa khoa Quỳnh Phụ,20.6460437,106.3299315
Bệnh viện Đa khoa huyện Vũ Thư,20.4412577,106.2925886
Bệnh viện Đa khoa Đông Hưng,20.5534442,106.3587029
Bệnh viện Đa khoa thành phố Thái Binh,20.4482022,106.34543
Trạm y tế phường Nghi Tân,18.8224426,105.7060373
Bệnh viện Đại học Kỹ thuật Y tế Hải Dương,20.9359033,106.3052927
Bệnh viện Bệnh nhiệt đới Hải Dương,20.9361175,106.3040979
Bệnh viện Y học cổ truyền tỉnh Bắc Giang,21.2908364,106.1998552
Bệnh viện Y học cổ truyền,21.2894869,106.1994623
Bệnh viện Tâm thần tỉnh Ninh Bình,20.2501073,105.9613064
Bệnh viện Phổi tỉnh Ninh Bình,20.251154,105.9611132
Trạm y tế xã Bình Hoà,10.9814715,106.7988443
Trạm y tế xã Phú Cường,11.0889344,107.1851394
Bệnh viện 199 - Bộ Công an,16.0657225,108.2359315
Bệnh viện Phụ sản Hải Dương,20.936305,106.3075236
Bệnh viện Y học cổ truyền Hải Dương,20.9232249,106.3309588
Bệnh viện Phục hồi chức năng Hải Dương,20.938139,106.3402724
Bệnh viện Tâm thần Hải Dương,20.8891817,106.2968593
Bệnh viện Nhi Hải Dương,20.9019231,106.2917202
Trung tâm Y tế Hải Dương,20.9325618,106.3178858
Trung tâm Y tế Nam Sách,20.9950085,106.3339166
Trung tâm Y tế Kinh Môn,20.9943904,106.5474894
Trung tâm Y tế Kim Thành,20.9646055,106.5006566
Trung tâm Y tế Cẩm Giàng,20.9417545,106.2145771
Trung tâm Y tế Bình Giang,20.8787076,106.1886964
Trung tâm Y tế Tứ Kỳ,20.8159092,106.4066088
Trung tâm Y tế Ninh Giang,20.7291586,106.3948496
Trung tâm Y tế Thanh Miện,20.7935721,106.2372404
Bệnh viên Đa khoa khu vực Nam Lý,20.5054573,106.1427193
Trung tâm Y tế Lý Nhân,20.56894,106.0295752
Trung tâm Y tế Duy Tiên,20.6444852,105.9910706
Trung tâm Y tế Kim Bảng,20.5800599,105.8668856
Trung tâm Y tế Thanh Liêm,20.4756452,105.9540905
Bệnh viện Trẻ em Hải Phòng,20.831477,106.6613028
Bệnh viện Hữu nghị Việt-Tiệp (cơ sở 2),20.8523276,106.6422656
Bệnh viện Y học cổ truyền Hải Phòng,20.8533399,106.6410126
Bệnh viện Phổi Hải Phòng,20.7907544,106.6168061
Bệnh viện Mắt Hải Phòng,20.8460344,106.6607809
Bệnh viện Đa khoa Nam Định,20.4264651,106.1717319
Bệnh viện Phụ sản Nam Định,20.4254585,106.1695285
hospital_NhiDN stories 8,20.4253992,106.1727519
Trung tâm Y tế huyện Ninh Hải,11.5986945,109.0294039
Chưa có tên,10.7750548,106.68138
Bệnh viện Quân y 7A,10.7557703,106.6707327
Bệnh viện Tai Mũi Họng Thành phố Hồ Chí Minh,10.7843261,106.683944
Bệnh viện Từ Dũ (khu M),10.7678651,106.6847646
Bệnh viện Y học cổ truyền Thành phố Hồ Chí Minh,10.7855497,106.6878673
Chưa có tên,10.7848359,106.683949
Chưa có tên,10.7541267,106.665782
Bệnh viện Đa khoa Gò Vấp,10.8345835,106.661529
Bệnh viện Đa khoa Bình Thạnh,10.7980558,106.6967399
Bệnh viện Đa khoa Nhà Bè,10.7042622,106.7052895
Bệnh viện Phụ sản Hải Phòng (cơ sở 2),20.8684843,106.6426992
Trung tâm Y tế Lê Chân,20.8508217,106.6804252
Trung tâm Y tế Hồng Bàng,20.8586452,106.6802107
Bệnh viện Phổi Quảng Ninh,20.9791078,107.0899468
Bệnh viện Sức khoẻ tâm thần Quảng Ninh,20.9872501,107.2033032
Bệnh viện Đa khoa tỉnh Trà Vinh,9.9326738,106.3231788
Bệnh viện C Thái Nguyên,21.4463892,105.8616689
Bệnh viện Gang Thép,21.5362465,105.8773156
Bệnh viện Phổi Thái Nguyên,21.5681806,105.8234295
Bệnh viện Phục hồi chức năng Thái Nguyên,21.5957011,105.8503951
Bệnh viện Đa khoa huyện Đại Từ,21.62632,105.645145
Bệnh viện Đa khoa huyện Định Hoá,21.9138416,105.6457032
Bệnh viện Đa khoa huyện Phú Bình,21.4626973,105.9742265
Trung tâm Y tế thành phố Thái Nguyên,21.5882883,105.8483349
Trung tâm Y tế huyện Võ Nhai,21.7532267,106.0643679
Trung tâm Y tế huyện Phú Lương,21.721216,105.7093426
Bệnh viện Sản Nhi Vĩnh Phúc,21.2829889,105.5427175
Bệnh viện Y dược cổ truyền Vĩnh Phúc,21.3201259,105.5904044
Bệnh viện Tâm thần Vĩnh Phúc,21.3397264,105.5922555
Trung tâm Y tế khu vực Vĩnh Yên,21.310462,105.5892729
Trung tâm Y tế khu vực Yên Lạc,21.2308964,105.572584
Trung tâm Y tế khu vực Tam Dương,21.3728559,105.5385132
Trung tâm Y tế khu vực Tam Đảo,21.4027865,105.6114417
Trung tâm Y tế khu vực Bình Xuyên,21.2733307,105.6515986
Trung tâm Y tế khu vực Lập Thạch,21.4183271,105.4521244
Trung tâm Y tế khu vực Sông Lô,21.4240888,105.4195839
Bệnh viện Dã chiến Bình Chánh,10.7200864,106.6598189
Trạm y tế Xã Phú Hữu,10.7465975,106.7948014
Trạm y tế xã Tạ An Khương Nam,9.0259519,105.2112783
Trạm y tế xã Hiếu Liêm,11.11593,106.9684801
Trạm y tế xã Tân Định,11.1738829,106.8652298
Trạm Y tế xã Hải Ninh,17.3677741,106.7296287
Bệnh viện Sản Nhi tỉnh Hậu Giang,9.7893381,105.4457822
Trung tâm Y tế huyện Thanh Bình,10.5524479,105.4956739
Bệnh viện Tâm thần Vĩnh Long,10.2303468,105.9984181
Bệnh viện Phổi Vĩnh Long,10.2306371,105.9990337
Bệnh viện Đa khoa khu vực kết hợp Quân dân y tỉnh Vĩnh Long,10.1724846,105.7764742
Bệnh viện Đa khoa khu vực Hoà Phú,10.1883992,105.9426585
Trung tâm Y tế huyện Ý Yên,20.3251016,106.0172557
Bệnh viện Đa khoa khu vực Mộc Châu,20.8484136,104.6193566
Bệnh Viện Đa Khoa Nam Am,20.6433343,106.5413128
Bệnh viện Nguyễn Đình Chiểu,10.2385235,106.3668604
Bệnh Viện Minh Đức,10.239841,106.3675547
Bệnh viện đa khoa tỉnh Ninh Thuận,11.5808106,109.004209
Trung tâm Y tế Đức Thọ,18.5145391,105.5936219
Bệnh viên Quân y 4,10.8895125,106.741575
Bệnh viện Đa khoa Quốc Tế S.I.S Cần Thơ,10.0154705,105.7387431
Bệnh Viện Đa Khoa Quốc Tế Nam Sài Gòn,10.7361021,106.6908392
Bệnh viện Phương Nam,10.7344138,106.7177492
Bệnh viện Việt Pháp,21.0036321,105.8404443
Bệnh viện Quân y 7,20.9423319,106.3258008
Bệnh viện Quân y 211,14.0126257,107.9955207
Bệnh viện Quân y 91,21.4121815,105.8601562
Bệnh viện Quân y 4,18.6950918,105.7058693
Chưa có tên,10.7322437,106.7178871
Trung tâm Y tế Châu Đốc,10.6992942,105.1031083
Trung tâm Y tế huyện Tam Nông,10.6771798,105.5630221
Bệnh viện Tĩnh Túc,22.6510293,105.8891007
Bệnh viện Đa khoa huyện Trùng Khánh,22.8385506,106.5267797
Chưa có tên,22.528889,106.517021
Trung tâm Y tế huyện Nguyên Bình,22.6516787,105.9631056
Trung tâm Y tế huyện Bảo Lâm,22.8288604,105.4914054
Trung tâm Y tế huyện Hạ Lang,22.6872339,106.6762621
Trung tâm Y tế huyện Hoà An,22.731469,106.1599105
Chưa có tên,22.6319063,102.4408572
Bệnh viện Quân dân y tỉnh Trà Vinh,9.9286503,106.3328979
Bệnh viện Quân dân y Bạc Liêu,9.2963873,105.6978656
Bệnh viện Quân dân y Cà Mau,9.1778519,105.1603558
Bệnh viện Y học cổ truyền tỉnh Lào Cai,22.4700344,103.989802
Bệnh viện Nội tiết tỉnh Lào Cai,22.4684527,103.9895904
Bệnh viện Sản Nhi tỉnh Lào Cai,22.4401635,104.0312103
Bệnh viện Đa khoa khu vực Lào Cai - Cam Đường,22.4935936,103.9580419
Bệnh viện Đa khoa khu vực Bắc Hà,22.5392791,104.2889994
Bệnh viện Đa khoa khu vực Bảo Thắng,22.3164281,104.1917598
Bệnh viện Đa khoa khu vực Bát Xát,22.546047,103.8852932
Bệnh viện Đa khoa khu vực Bảo Yên,22.2281353,104.4799992
Bệnh viện Đa khoa khu vực Văn Bàn,22.0900981,104.2508407
Bệnh viện Đa khoa số 4 tỉnh Lào Cai,22.3477405,103.8572444
Bệnh viện Đa khoa khu vực Si Ma Cai,22.6905821,104.2708918
Bệnh viện Đa khoa khu vực Bắc Quảng Trị,17.7571293,106.4338556
Bệnh viện Đa khoa Thường Tín,20.8686043,105.8589233
Bệnh viện Đa khoa Hồng Ngọc - Phúc Trường Minh,21.009478,105.7692152
Trung tâm Y tế quận Tây Hồ,21.0480654,105.8103421
Bệnh viện Đa khoa tỉnh Sơn La,21.3498406,103.9119105
Bệnh viện Phong và Da liễu tỉnh Sơn La,21.3480554,103.9129292
Bệnh viện Nội tiết tỉnh Sơn La,21.3491646,103.9144227
Bệnh viện Y dược cổ truyền tỉnh Sơn La,21.3550095,103.909415
Bệnh viện Phục hồi chức năng tỉnh Sơn La,21.3557738,103.9092031
Bệnh viện Tâm thần tỉnh Sơn La,21.3096758,103.9124289
Bệnh viện Mắt tỉnh Sơn La,21.3511225,103.9111933
Bệnh viện Đa khoa khu vực Mai Sơn,21.214085,104.1043782
Bệnh viện Phổi tỉnh Sơn La,21.2140749,104.1086831
Bệnh viện Đa khoa Khánh Hòa,12.2485342,109.1919559
Bệnh viện Đa khoa tỉnh Gia Lai,13.9824446,108.027834
Bệnh viện Đa khoa khu vực phía Nam,11.1733969,107.5226119
Bệnh viện Đa khoa 115 Nghệ An,18.7111645,105.6779236
Bệnh viện Phục hồi chức năng Nghệ An,18.806787,105.7233763
Bệnh viện Da liễu Nghệ An,18.6755699,105.6881458
Bệnh viện Mắt Nghệ An,18.7115372,105.6788192
Bệnh viện Nội tiết Nghệ An,18.693395,105.6738102
Bệnh viện Đa khoa khu vực Tây Bắc Nghệ An,19.311367,105.4165714
Bệnh viện Phổi Nghệ An,18.7487714,105.6431975
Bệnh viện Y học cổ truyền Nghệ An,18.6876752,105.6959739
Bệnh viện Đa khoa khu vực Tây Nam Nghệ An,19.0430535,104.8860185
Phòng Khám Bác Sĩ Gia Đình,16.4582724,107.5882713
Trung tâm Y tế huyện Bắc Sơn,21.9018143,106.3167032
Bệnh viện Đa khoa Đôn Lương,20.7992822,106.8976139
Bệnh viện Đa khoa Tiền Giang,10.393194,106.31452
Bệnh viện Ung bướu tỉnh Khánh Hoà,12.2781479,109.1814538
Bệnh viện Da liễu tỉnh Khánh Hoà,12.2782202,109.1833407
Bệnh viện Lao và Bệnh phổi tỉnh Khánh Hoà,12.2777146,109.1879165
Trung tâm Y tế thị xã Cửa Lò,18.7959964,105.7247524
Viện Pháp y Tâm thần Trung ương Biên Hòa,10.9693723,106.8451401
Trung tâm Y tế huyện Tiên Phước,15.4934571,108.2994072
Bệnh viện Phục hồi chức năng thành phố Đà Nẵng,16.0053318,108.2095449
Bệnh viện Y học cổ truyền thành phố Đà Nẵng,16.0057641,108.2106405
Bệnh viện Chỉnh hình và Phục hồi chức năng Hà Nội,21.1102767,105.4439101
Bệnh viện Đa khoa tỉnh Quảng Trị,16.7907478,107.1098754
Bệnh viện Đa khoa khu vực Triệu Hải,16.7564687,107.1918244
Bệnh viện Đa khoa Bình Điền,16.353529,107.5083049
Trung tâm Y tế Thuận Hóa,16.4566132,107.5768488
Bệnh viện Phục hồi chức năng Huế,16.4454213,107.586548
Bệnh viện Phục hồi chức năng tỉnh Thừa Thiên Huế (cơ sở 2),16.4782668,107.5880794
Bệnh viện Đa khoa khu vực Quảng Nam,15.8909554,108.2461835
Bệnh viện Đa khoa khu vực miền núi phía Bắc Quảng Nam,15.8850911,108.1182515
Bệnh viện Đa khoa khu vực Đặng Thuỳ Trâm,14.8168347,108.9609151
Bệnh viện Chỉnh hình và Phục hồi chức năng Quy Nhơn,13.7580656,109.2093373
Trung tâm Điều dưỡng Phục hồi chức năng tâm thần Việt Trì,21.3543626,105.3587329
Bệnh viện Chỉnh hình và Phục hồi chức năng Cần Thơ,10.0592399,105.7652127
Bệnh viện Sản - Nhi Kiên Giang,9.9731787,105.0982706
Bệnh viện Ung bướu Kiên Giang,9.9693406,105.0999938
Bệnh viện Tâm thần Kiên Giang,9.9264894,105.1450111
Trung tâm Y tế Hồng Lĩnh,18.5340078,105.6853689
Bệnh viện Trường Đại học Y Dược Cần Thơ,10.0346617,105.7552941
Bệnh viện Phổi Bình Thuận,10.9343327,108.0961539
Bệnh viện Da liễu Bình Thuận,10.9328823,108.0952084
Bệnh viện Lão khoa Trung ương,21.0036323,105.8395966
Bệnh viện Da liễu Trung ương,21.003801,105.8387631
Bệnh viện Tai-Mũi-Họng Trung ương,20.9996733,105.8405781
Nhà Thuốc Tiến Thuỷ,19.3254255,105.1871698
Trạm Y tế xã Phú Cường,21.2888825,105.4018143
Bệnh viện Phổi tỉnh Lai Châu,22.3796184,103.4808958
Trung tâm Y tế Lai Châu,22.4066007,103.4306307
Trung tâm Y tế Tân Uyên,22.1704872,103.7507739
Trung tâm Y tế Than Uyên,21.9516064,103.8800938
Trung tâm Y tế Mường Tè,22.386168,102.7915708
Trung tâm Y tế Nậm Nhùn,22.1476084,102.9998343
Bệnh viện Đa khoa tỉnh Điện Biên,21.3924674,103.0321988
Bệnh viện Phổi tỉnh Điện Biên,21.3838729,103.0366189
Bệnh viện Y học cổ truyền - Phục hồi chức năng tỉnh Điện Biên,21.383614,103.02396
Chưa có tên,21.4063963,103.0347197
Trung tâm Y tế huyện Nậm Pồ,21.808701,102.762497
Trung tâm Y tế Tủa Chùa,21.8509707,103.3552596
Trung tâm Y tế Tuần Giáo,21.5876931,103.4185892
Trung tâm Y tế Mường Ảng,21.5192677,103.2178231
Trung tâm Y tế Điện Biên Đông,21.3024978,103.2316751
Trung tâm Y tế huyện Điện Biên,21.3286392,103.0213939
Bệnh viện Đa khoa khu vực Vân Hồ - cơ sở Thảo Nguyên,20.8384716,104.6750252
Bệnh viện Đa khoa khu vực Bắc Yên,21.2426506,104.4398034
Bệnh viện Đa khoa khu vực Phù Yên,21.2587965,104.6443788
Bệnh viện Đa khoa khu vực Quỳnh Nhai,21.6379265,103.6373315
Bệnh viện Đa khoa huyện Sông Mã,21.0370938,103.7543154
Bệnh viện Đa khoa khu vực Sốp Cộp,20.9418011,103.6072992
Bệnh viện Đa khoa khu vực Thuận Châu,21.4309573,103.6946851
Bệnh viện Đa khoa khu vực Yên Châu,21.0500113,104.3077509
Bệnh viện Đa khoa số 1 tỉnh Lào Cai,21.682283,104.9066064
Bệnh viện Phổi tỉnh Yên Bái,21.6839131,104.9043802
Bệnh viện Đa khoa số 3 tỉnh Lào Cai,21.6137226,104.5060811
Bệnh viện Tâm thần tỉnh Yên Bái,21.7283246,104.8927038
Bệnh viện Y học cổ truyền tỉnh Yên Bái,21.727391,104.8938946
Bệnh viện Đa khoa Quốc tế Vinmec Times City,20.9959685,105.8666473
Trung tâm Y tế Hòn Đất,10.1789872,104.9391077
Bệnh viện Đại học Y Hà Nội - Cơ sở Hoàng Mai,20.9786327,105.8690445
Bệnh viện Chấn thương chỉnh hình - Phẫu thuật tạo hình Huế,16.4818944,107.6023658
Bệnh viện Nội tiết tỉnh Yên Bái,21.7177327,104.8819776
Bệnh viện Sản - Nhi tỉnh Yên Bái,21.7271262,104.8932764
Trung tâm Y tế khu vực Yên Bái,21.7075245,104.8784591
Trung tâm Y tế khu vực Trấn Yên,21.761428,104.8299238
Viện Y học dự phòng Quân đội,21.0121436,105.8217867
Bệnh viện Đa Khoa Quốc Tế VINMEC Cần Thơ,10.0260641,105.7699602
Trung tâm Y tế khu vực Văn Yên,21.8808369,104.6808583
Trung tâm Y tế khu vực Lục Yên,22.1052365,104.7638029
Trung tâm Y tế khu vực Văn Chấn,21.4766794,104.7364405
Trung tâm Y tế khu vực Trạm Tấu,21.4708062,104.3762318
Trung tâm Y tế khu vực Mù Cang Chải,21.8485974,104.0932775
Bệnh viện Đa khoa tỉnh Tuyên Quang,21.8268941,105.2028243
Bệnh viện Y dược cổ truyền tỉnh Tuyên Quang,21.8304934,105.2044278
Bệnh viện Suối khoáng Mỹ Lâm,21.7685878,105.1266002
Bệnh viện Phục hồi chức năng Hương Sen,21.8248938,105.2035646
Bệnh viện Phổi tỉnh Tuyên Quang,21.7798658,105.2032144
Bệnh viện Đa khoa khu vực ATK,21.8760638,105.433592
Bệnh viện Đa khoa tỉnh Bắc Kạn,22.1696418,105.8503754
Trung tâm Y tế khu vực Yên Sơn,21.7846694,105.220688
Trung tâm Y tế khu vực Hàm Yên,22.0373673,105.0414337
Trung tâm Y tế khu vực Sơn Dương,21.6944678,105.3956783
Bệnh viện Đa khoa khu vực Kim Xuyên,21.5587536,105.2785369
Trung tâm Y tế khu vực Chiêm Hoá,22.1457837,105.2709481
Trung tâm Y tế khu vực Na Hang,22.3470755,105.3791672
Bệnh viện Đa khoa khu vực Yên Hoa,22.5127528,105.4790197
Trung tâm Y tế khu vực Lâm Bình,22.4655885,105.2163954
Trung tâm Y tế khu vực Tuyên Quang,21.8174648,105.2169371
Trung tâm Y tế thành phố Bắc Kạn,22.1403179,105.8349174
Trung tâm Y tế huyện Pác Nặm,22.6135971,105.6719608
Trung tâm Y tế huyện Na Rì,22.2327674,106.1902019
Trung tâm Y tế huyện Ngân Sơn,22.4273584,106.0021004
Trung tâm Y tế huyện Chợ Đồn,22.1597495,105.600596
Trung tâm Y tế huyện Bạch Thông,22.266293,105.8798557
Trung tâm Y tế huyện Ba Bể,22.4535445,105.7398346
Trung tâm Y tế huyện Chợ Mới,21.9025439,105.7958186
Bệnh viện Tâm thần Thái Nguyên,21.5624841,105.8153644
Bệnh viện Y học cổ truyền Thái Nguyên,21.5725184,105.813075
Trung tâm Y tế huyện Sơn Động,21.3325457,106.8441963
Trung tâm Y tế huyện Hiệp Hoà,21.354303,105.9875811
Trung tâm Y tế huyện Tân Yên,21.3958322,106.1258609
Trung tâm Y tế huyện Việt Yên,21.2814746,106.0957761
Trung tâm Y tế huyện Yên Thế,21.4750943,106.1323064
Trung tâm Y tế huyện Lạng Giang,21.363372,106.2612878
Trung tâm Y tế thị xã Chũ,21.377891,106.5756937
Trung tâm Y tế huyện Yên Dũng,21.2027719,106.2479574
Trung tâm Y tế huyện Lục Nam,21.3077555,106.3858977
Bệnh viện Đa khoa tỉnh Lạng Sơn,21.8806352,106.7586336
Bệnh viện Phổi Lạng Sơn,21.8435942,106.7349865
Bệnh viện Y học cổ truyền tỉnh Lạng Sơn,21.9013111,106.740939
Trung tâm Y tế huyện Hữu Lũng,21.5026872,106.3488962
Trung tâm Y tế huyện Chi Lăng,21.6555791,106.5783728
Trung tâm Y tế huyện Lộc Bình,21.7550478,106.9269565
Trung tâm Y tế huyện Đình Lập,21.5467611,107.0926614
Trung tâm Y tế huyện Văn Lãng,22.0583833,106.6173101
Trung tâm Y tế huyện Bình Gia,21.9503175,106.3722193
Trung tâm Y tế xã Văn Quan,21.8661944,106.5419999
Bệnh viện Da liễu Nam Định,20.4501135,106.1815755
Bệnh viện Tâm thần Nam Định (khu B),20.4541409,106.1825722
hospital_TamThanND stories 2,20.4546427,106.1839781
Bệnh viện Phục hồi chức năng Nam Định,20.0334878,106.2254564
Bệnh viện Đa khoa huyện Hải Hậu,20.1946733,106.2956622
Trung tâm Y tế huyện Giao Thuỷ,20.28667,106.4477404
Trung tâm Y tế huyện Nghĩa Hưng (cơ sở Nghĩa Bình),20.0582497,106.1874762
Trung tâm Y tế huyện Nghĩa Hưng,20.2088144,106.1801171
Trung tâm Y tế huyện Trực Ninh,20.3221573,106.2698657
Trung tâm Y tế huyện Xuân Trường,20.3054842,106.3253938
Trung tâm Y tế Mỹ Lộc,20.4432125,106.1226406
Trung tâm Y tế huyện Vụ Bản,20.3756724,106.0784283
Bệnh viện Đa khoa Thuỷ Nguyên,20.9229234,106.6629675
Bệnh viện Đa khoa An Lão,20.8257146,106.5555185
Trung tâm Y tế Hải An,20.8327301,106.7228626
Trung tâm Y tế Đồ Sơn,20.7185128,106.7823585
