Hospital_name,Latitude,Longitude
Bệnh viện Răng Hàm Mặt Trung ương Thành phố Hồ Chí Minh,10.7578104,106.6606503
Bệnh viện Đại học Y Dược - Cơ sở 2,10.7579293,106.6612354
Bệnh viện Chợ Rẫy,10.75695,106.6597328
Bệnh viện Răng Hàm Mặt Thành phố Hồ Chí Minh,10.763482,106.691909
Bệnh viện Y dược cổ truyền - Phục hồi chức năng Kon Tum (cơ sở 2),14.3232549,108.0006307
Bệnh viện Phục hồi chức năng - Điều trị bệnh nghề nghiệp,10.7414789,106.6863883
Trung tâm Y tế Kon Rẫy,14.4722305,108.1766349
Chưa có tên,12.6774752,109.2167015
Bệnh viện Đa khoa tỉnh Lâm Đồng,11.9464757,108.4308966
Bệnh viện Đa khoa khu vực Móng Cái,21.5252547,107.9607917
Bệnh viện Đa khoa Bình Chánh,10.6912666,106.5862179
Bệnh viện Đa khoa Quốc tế Vinmec Đà Nẵng,16.0387718,108.211286
CI Hospital,10.7403535,106.6077583
Bệnh viện Quốc tế Thành Đô,10.741251,106.6092346
Bệnh viện Đa khoa Bình Dương,10.9975187,106.6551913
Chưa có tên,10.8284939,106.6854105
Chưa có tên,10.828704,106.6857362
Bệnh viện Vạn Phúc 2,10.9793138,106.7398569
Bệnh viện Đa khoa Phú Nhuận,10.7982597,106.6718231
Bệnh viện Việt Nam - Thụy Điển Uông Bí,21.0418401,106.7517963
Bệnh viện Than Vàng Danh,21.098476,106.7936742
Bệnh viện Nhi đồng Thành phố,10.7101346,106.5746124
Bệnh viện Lê Văn Thịnh,10.7822228,106.7685006
Family Practice,10.807607,106.733795
Bệnh viện Lê Văn Việt,10.8449005,106.7902318
Bệnh viện Đa khoa Long An,10.5325994,106.4263208
Bệnh viện Tâm thần Tây Ninh,10.5342264,106.4271642
Bệnh viện Đa khoa Bến Lức,10.6407508,106.4869234
Bệnh viện Đa khoa Trung Mỹ Tây,10.8608483,106.6307188
Bệnh Viện Mắt Việt-Nga,10.7769291,106.6811338
Trung tâm Y tế khu vực Vĩnh Thạnh,10.2206603,105.387794
Bệnh viện huyễn Cần Giuộc,10.6009661,106.6736887
Bệnh viện Đa khoa Thủ Thừa,10.6054397,106.4065478
Bệnh viện Đa khoa Tân Thạnh,10.5982498,106.0524798
Bệnh viện Đa khoa khu vực Long Thành,10.7934219,106.9482507
Trung tâm Y tế Phong Thổ,22.5367581,103.2810317
Bệnh viện Đa khoa khu vực Củ Chi,10.9755291,106.4769446
Bệnh viện Đa khoa khu vực Hóc Môn,10.8826218,106.5929391
Bệnh viện Y học cổ truyền Quảng Nam,15.5739565,108.4771455
Bệnh viện Đa khoa Quảng Nam,15.5718453,108.4785872
Trung tâm Y tế thành phố Tam Kỳ,15.5588527,108.4945513
Trung tâm Y tế Mường Nhé,22.189603,102.4613527
Trung tâm Y tế khu vực Bình Long,11.6498222,106.6050733
Bệnh viện Đa khoa thành phố Cần Thơ,10.0305871,105.7822314
Bệnh viện mắt Tây Nguyên,12.6946426,108.0616768
Tây Đô,10.0176947,105.7830098
Vạn Phước Cửu Long,10.0198653,105.7668098
Trung tâm Y tế khu vực Bình Thuỷ,10.0735997,105.7445393
Bệnh viện Ung bướu Thành phố Cần Thơ (cơ sở 2),10.0349551,105.7777595
Bệnh viện Ung bướu thành phố Cần Thơ,10.0307947,105.7832917
Trạm y tế Xã Mỹ Khánh,9.9954303,105.7155923
Trạm y tế,9.0930785,104.8583368
Bệnh viện Đa khoa số 2 tỉnh Lào Cai,22.4378158,104.0314535
Bệnh viện Tân Trụ,10.5199682,106.516807
Bệnh viện Nhi đồng thành phố Cần Thơ,10.0167449,105.7394947
Chưa có tên,18.3460172,105.8903126
Bệnh viện Phục hồi chức năng Hà Tĩnh,18.3508558,105.9006582
nhà thuốc Tuấn Thảo,18.3313419,105.905188
nhà thuốc Đông Đô,18.3323926,105.9048939
Chưa có tên,18.3227344,105.9126367
bệnh viện Thái Bình Dương,15.5769209,108.4651935
Bệnh viện Phụ sản - Nhi Quảng Nam,15.5712473,108.4651318
Bệnh viện Mắt thành phố Đà Nẵng,16.0374576,108.2196586
Bệnh viện Đa khoa tỉnh Phú Thọ,21.3248677,105.3934443
Bệnh viện đa khoa Gia Phước,10.0438706,105.7789016
Bãi Đậu Xe,15.8755963,108.3229952
Bệnh viện Y học cổ truyền Bà Rịa-Vũng Tàu,10.5130275,107.1954528
Bệnh viện Mắt Bà Rịa - Vũng Tàu,10.5073775,107.1774461
Trung tâm Y tế khu vực Long Đất,10.4641565,107.2159477
Bệnh viện Đa khoa Phương Đông,21.0699424,105.7750912
Bệnh viện Giao thông Vận tải,21.0261377,105.8025875
Bệnh viện sông Hồng,20.9825824,105.9217564
Trung tâm Y tế Kon Plông,14.597239,108.2938771
Trung tâm Y tế thành phố Từ Sơn,21.1239128,105.9722042
Trung tâm Y tế huyện Tương Dương,19.2618174,104.4893422
Bệnh viện Y dược cổ truyền tỉnh Đồng Nai,10.9746482,106.8485973
Bệnh viện Đa khoa Tâm Anh,21.040591,105.8768692
Bệnh viện Quốc tế Hoàn Mỹ Đồng Nai,10.9581894,106.8472751
Bệnh viện Đại học Y dược Shingmark Đồng Nai,10.8968766,106.8632765
Bệnh viện Đa khoa tỉnh Đồng Nai,10.952243,106.8675228
Bệnh viện Quân y 7B,10.9655508,106.8528534
Bệnh viện Phụ sản Âu Cơ,10.9629587,106.8867862
Bệnh viện Nhi đồng Đồng Nai,10.9560457,106.8744746
Bệnh viện Đa Khoa Vạn Hạnh,10.7713531,106.670117
Trung tâm Y tế khu vực Vĩnh Tường,21.2198741,105.5188216
Bệnh viện Đại học Y Dược,20.993668,105.7974841
Bệnh viện Ung bướu cơ sở 2,10.8702234,106.8093249
Bệnh xá Đảo Song Tử Tây,11.428439,114.3309969
Bệnh viện Đa khoa Lâm Hoa,20.4336585,106.3527118
Trung tâm Y tế Chí Linh,21.1099267,106.3870084
Trung tâm Y tế huyện Tri Tôn,10.4216932,104.9977497
Trung tâm Y tế huyện Tây Giang,15.8892869,107.4930507
Trung tâm Y tế huyện Đông Giang,15.9192179,107.650491
Trung tâm Y tế huyện Nam Giang,15.7421908,107.8298477
District Hospital,20.945738,105.6170104
Chưa có tên,15.8852471,108.2961084
Bệnh viện Đa khoa Mỹ Phước,11.1415843,106.6070629
Trung tâm Y tế Thanh Hà,20.9077792,106.4268056
Trung tâm Y tế huyện Thống Nhất,10.9516221,107.1390378
Trung tâm Y tế Phú Lộc,16.269698,107.8715452
Bệnh viện Đa khoa tỉnh Quảng Ngãi 2,14.3560975,107.998633
Bệnh viện Đa khoa Thái Bình,20.4408163,106.3375971
Trạm Y tế phường Phù Khê,21.1414976,105.9352137
Bệnh viện Điều dưỡng - Phục hồi chức năng Trung ương,19.732105,105.8977701
Trạm Y Tế phường Tân Hồng,21.110774,105.9720579
Bệnh viện Đa khoa Đắk Nông,11.9861913,107.7005048
Bệnh viện Đa khoa Đăk Glong,11.8970721,107.797478
Trung tâm Y tế Mường Chà,21.7459412,103.0882056
Bệnh viện Đa khoa Bình Phước,11.52578,106.863895
Trung tâm Y tế khu vực Đồng Phú,11.4377364,106.8621973
Bệnh viện Quân dân y 16,11.523893,106.9225756
BV Đa Khoa Bình Minh,10.0715006,105.8238355
Bệnh viện Đa khoa Hưng Thịnh,22.4767662,103.9747988
Bệnh viện Phục hồi chức năng tỉnh Lào Cai,22.4705659,103.9875457
Bệnh viện Đa khoa Huyện Hồng Ngự,10.8149693,105.2485574
Bệnh viện Đa khoa khu vực Mường Khương,22.7625709,104.1270581
Bệnh viện Đa khoa Tân Hồng,10.8696816,105.471162
Bệnh viện Huyện Bến Cầu,11.1096347,106.162378
Bệnh viện Thành phố Tây Ninh,11.3085891,106.0956805
Bệnh viện Đa khoa Lê Ngọc Tùng,11.3083561,106.1070346
Bệnh viện Đa khoa Tây Ninh,11.3291354,106.1062058
Bệnh viện Lao & Bệnh phổi tỉnh Tây Ninh,11.3134098,106.0616711
Bệnh viện huyện Châu Thành,11.3155767,106.0297783
Bệnh viện Đa khoa Huyện Hòa Thành,11.2760877,106.1270084
Bệnh viện huyện Dương Minh Châu,11.3864387,106.2343363
Bệnh viện Đa khoa huyện Mỹ Xuyên,9.5598055,105.988788
Bệnh viện Đa khoa Sóc Trăng,9.5939544,105.989289
Bệnh viện Chuyên khoa Sản - Nhi Sóc Trăng,9.6113599,105.9794954
Bệnh viện Quân dân y tỉnh Sóc Trăng,9.5912066,105.9653945
Trung tâm Y tế Huyện Trần Đề,9.5111747,106.1977127
Bệnh viện Đa khoa khu vực Đất Mũi,8.6030371,104.7542183
Trung tâm Y tế huyện Phụng Hiệp,9.7774271,105.7293179
Trung tâm Y tế khu vực Ngọc Hiển,8.6435413,105.0429037
Bệnh viện Đa khoa Ngã Năm,9.5592781,105.6008219
Bệnh viện Đa khoa Vinmec Hạ Long,20.952021,107.0719036
"Bệnh viện Đa khoa tỉnh Quảng Ninh, Sở Y Tế Quảng Ninh",20.9537374,107.0883738
Bệnh viện Đa khoa An Giang,10.3695918,105.4359621
Bệnh viện Y dược cổ truyền Quảng Ninh,20.9512119,107.1313401
Bệnh viện Sản Nhi Quảng Ninh,20.9651615,106.9365849
Bệnh viện Lão khoa - Phục hồi chức năng Quảng Ninh,20.9849562,107.1987552
Bệnh viện Đa khoa Cẩm Phả,21.0090752,107.2769803
Bệnh viện Đa khoa TX Vĩnh Châu,9.3235777,105.9752718
Bệnh viện Phước An,10.7532099,106.7000398
Bệnh viện Bình An,10.0046076,105.0865475
Trung tâm Y tế huyện Vĩnh Thạnh,14.1116083,108.7815768
Trạm y tế xã Vĩnh Sơn,14.355492,108.6873215
Bệnh viện Đa khoa Huyện Giồng Riềng,9.9077731,105.3106884
Bệnh viện huyện Châu Thành,9.9035713,105.1606547
Bệnh viện huyện Tân Hiệp,10.1133297,105.2832925
Trạm Y Tế Xã Vĩnh Quang,14.0513418,108.8023262
Bệnh viện Đa khoa khu vực Vân Đồn,21.074502,107.4264909
Trung tâm Y tế huyện Hoài Ân,14.378061,108.9700409
Trạm y tế Ngư Thủ nam,17.1754118,106.9692256
Phòng Khám Đa khoa khu vực Tân Minh,10.8410823,107.638404
Trạm y tế xã Đức Phong,14.9288181,108.9185621
Trung tâm Y tế khu vực Bù Đốp,11.9501027,106.806369
Bệnh viện Đa khoa Vũng Tàu,10.3919211,107.1303597
Trung tâm Y tế khu vực Phước Long,11.8530436,106.999836
Trung tâm Y tế thành phố Pleiku,13.9793642,107.990562
Bệnh viện Đa khoa khu vực Hòa Long,10.2866938,105.6639447
Bệnh viện Đa khoa Cao su Phú Riềng,11.6617759,106.8985646
Trung tâm Y tế Mường Lay,22.0185836,103.1576863
Bệnh viện Quốc tế Trung ương Huế,16.4607254,107.5863483
Trạm Y tế phường Mỹ An,16.0412115,108.2448999
Bệnh viện Đa khoa Quốc tế Thu Cúc,21.0451209,105.8144621
Bệnh Viện Đa Khoa Hồng Ngọc,21.0424358,105.8443367
Trung tâm Y tế quận Hoàn Kiếm,21.0350369,105.8523965
Bệnh viện Da liễu Hà Nội,21.0281103,105.8385861
Bệnh viện Đa khoa Quốc tế Hồng Hà,21.0268166,105.8390572
Bệnh viện Phụ sản Trung ương,21.0266842,105.8469248
Bệnh viện K,21.0268963,105.8461355
Bệnh viện Hữu nghị Việt Đức,21.0285801,105.8470046
Bệnh viện Răng Hàm Mặt Trung ương Hà Nội,21.0277635,105.8464388
Bệnh viện Mắt Hà Nội (Trụ sở chính),21.024085,105.8503409
Trạm Y Tế phường Bình Hưng Hòa,10.7916713,106.6047985
Bệnh viện Đa khoa tỉnh Lai Châu,22.3804209,103.4828384
Bệnh viện Y học cổ truyền Lai Châu,22.4005356,103.450137
Bệnh viện Đa khoa khu vực Đông Triều,21.0768857,106.5223352
Bệnh viện Đa khoa Củ Chi,11.08545,106.5092674
Trung tâm Y tế Sìn Hồ - cơ sở 2,22.274695,103.4019128
Trung tâm Y tế Tam Đường,22.3204145,103.6336698
Nhà Thuốc Tây Quàng Hòa,10.7353073,106.6212215
Bệnh viện Đa khoa Lạng Sơn,21.8488406,106.7467086
Bệnh viện Phục hồi chức năng tỉnh Lạng Sơn,21.8571255,106.752348
Trung tâm Y tế huyện Cao Lộc,21.8638804,106.7704039
Bệnh viện Đa khoa huyện Cẩm Mỹ,10.8144621,107.2186386
Chưa có tên,10.7808013,106.675494
Trung tâm Y tế khu vực Châu Đức,10.6478083,107.2405804
Bệnh viện Tâm thần Tỉnh Bà Rịa-Vũng Tàu,10.6235086,107.2379831
hospital_IILamDong stories 2,11.5307141,107.8085916
Bệnh viện Sức khỏe Tâm thần Bà Rịa - Vũng Tàu,10.5854118,107.2356645
Vinmec Marina,20.8228794,106.6878325
Bệnh viện Tâm Thần Bà Rịa,10.6092916,107.0824568
Trung tâm Y tế khu vực Phong Điền,10.0026679,105.6604695
Trung tâm Quân dân y đặc khu Côn Đảo,8.6853723,106.6046417
Bệnh viện Từ Dũ - Cơ sở 2,10.4043915,106.937643
Bệnh viện Công an thành phố Hà Nội,20.9628226,105.7688713
Bệnh Viện Lấp Vò,10.3700563,105.5235929
Miami Baptist Hospital,10.1777101,105.5485436
Bệnh viện Đa khoa Trung ương Thái Nguyên,21.5880078,105.8310818
Trung tâm Y tế khu vực Bắc Tân Uyên,11.1497513,106.8453889
Bệnh viện Hữu Nghị,21.0154534,105.8617595
Bệnh viện Sản - Nhi tỉnh Ninh Bình,20.2418587,105.9649467
Bệnh viện Đa khoa tỉnh Quảng Ngãi,15.1151154,108.79051
Bệnh viện Mắt Trung ương,21.0176301,105.8495995
Bệnh viện Đa khoa Đại An,19.8601031,105.6811273
Bệnh viện Y học cổ truyền Bộ Công an,20.9961682,105.7892377
Trung tâm Y tế Sìn Hồ,22.3616216,103.2506107
Bệnh viện Đa khoa Hà Giang,22.8202889,104.9848004
Bệnh viện Y dược cổ truyền Hà Giang,22.8415851,105.0089027
Bệnh viện Đa khoa khu vực Vị Xuyên,22.6613969,104.9871942
Bệnh viện Đa khoa khu vực Đồng Văn,23.2756427,105.3692159
Bệnh viện Đa khoa khu vực Ngã Bảy,9.8060165,105.8068969
Bệnh viện Ung bướu,10.8049698,106.6942613
Bệnh viện Ung bướu,10.8051582,106.6956218
Viện Y học cổ truyền Quân đội,20.9727944,105.8233726
Bệnh viện Đa khoa TX Duyên Hải,9.6467827,106.5050295
Bệnh viện Đông Đô,21.0093319,105.8379891
Chưa có tên,20.9456892,106.3354227
Bệnh viện Phổi Hà Giang,22.815071,104.9859785
Trung tâm Y tế Quân dân y đặc khu Lý Sơn,15.373608,109.1138387
Phòng Khám Nhân Đạo Kinh 7,10.0263736,105.2633253
Bệnh viện Mắt Quốc tế DND,21.0129915,105.8496681
Bệnh viện Thanh Nhàn,21.0038701,105.8590785
Bệnh viện Ung bướu Hà Nội,21.0040116,105.8593391
Bệnh viện Phổi Hà Nội,21.0033713,105.8583866
Bệnh viện Đa khoa khu vực Yên Minh,23.119025,105.1536682
Bệnh viện Đa khoa Đức Giang,21.0613371,105.8982071
Bệnh viện Đa khoa khu vực Hướng Hoá,16.6242818,106.7319081
Bệnh viện Tim Hà Nội,21.0240047,105.8439728
Trung tâm Y tế quận Nam Từ Liêm,21.0387889,105.7657416
Bệnh viện Đa khoa Kinh Bắc,21.1632415,106.0747951
Trung tâm Y tế quận Hà Đông,20.9676018,105.7791314
Bệnh viện Quân y 103,20.9676247,105.7900215
Bệnh viện Bỏng Quốc gia Lê Hữu Trác,20.9667279,105.7924112
Viện Y học phóng xạ và U bướu Quân đội,20.9809046,105.8200629
Trung tâm Y tế huyện Đồng Hỷ,21.6310427,105.8443424
Bệnh viện Nội tiết Trung ương,20.9522962,105.8510255
Bệnh viện E,21.0504338,105.7883827
Bệnh viện Thẩm mỹ Kangnam Hàn Quốc,21.000572,105.830624
Viện Y học Phòng không - Không quân,21.0002165,105.8257561
Viện Huyết học - Truyền máu Trung ương,21.0246967,105.7883187
Bệnh viện Thận Hà Nội,21.0189013,105.8064109
Bệnh viện Đa khoa khu vực Vân Đồn (cơ sở 2),20.972835,107.7700603
Bệnh viện Đa khoa Hà Đông,20.9713454,105.7744735
Bệnh viện Bắc Thăng Long,21.1633283,105.8576581
Bệnh viện Đa khoa Thanh Trì,20.9487155,105.8463085
Bệnh viện Đa khoa Hoè Nhai,21.040858,105.8460314
Bệnh viện Đa khoa Đông Anh,21.1392083,105.8532536
Bệnh viện Đa khoa Vân Đình,20.7255562,105.7739582
Trung tâm Y tế Nam Định,20.4415664,106.1923568
Bệnh viện Y học cổ truyền Nam Định,20.4488063,106.1808666
Bệnh viện Phổi Nam Định,20.4510657,106.1787905
Bệnh viện Mắt Nam Định,20.4497223,106.1817273
hospital_NoiTietNamDinh stories 3,20.4493441,106.1819221
Trung tâm Y tế huyện Bảo Lạc,22.9525226,105.6809047
Trung tâm Y tế thành phố Phổ Yên,21.4178117,105.8620852
Bệnh viện K - Cơ sở Tân Triều,20.9636109,105.7995597
Bệnh viện Hữu nghị Việt Nam - Cuba Đồng Hới,17.4743404,106.6006971
Bệnh viện Đa khoa khu vực Đồng Hới,17.4536021,106.6213896
Bệnh viện Tim Hà Nội,21.0683662,105.8072261
Bệnh viện Da liễu Hà Nội (cơ sở 3),20.9287531,105.560243
Bệnh viện Tâm thần Hà Nội,21.034976,105.9095715
Bệnh viện Da liễu Hà Nội (cơ sở 2),20.970065,105.7729964
Bệnh viện Đa khoa Y học cổ truyền Hà Nội,21.0346916,105.7794551
Bệnh viện Y học cổ truyền Hà Đông,20.9708813,105.7715441
Bệnh viện Tâm thần Mỹ Đức,20.8037772,105.70389
Bệnh viện 09,20.9605402,105.8019723
Bệnh viện Huyết học - Truyền máu thành phố Cần Thơ,10.0295379,105.754228
Bệnh viện Đa khoa Trung ương Quảng Nam,15.4469099,108.6252026
Bệnh viện Đa khoa Phúc Thọ,21.1039787,105.5563257
Bệnh viện Đa khoa Thạch Thất,21.0506449,105.5702967
Bệnh viện Đa khoa Sóc Sơn,21.2498053,105.8471409
Bệnh viện Đa khoa Quốc Oai,20.9904928,105.6435563
Bệnh viện Quân y 105,21.1154934,105.4973292
Bệnh viện Quân y 87,12.2307449,109.1948779
Bệnh viện Quân y 110,21.1981034,106.0908201
Bệnh viện Đa khoa Sơn Tây,21.1522949,105.5061667
Bệnh viện Bệnh nhiệt đới Trung ương (cơ sở 2),21.1314341,105.7743775
Bệnh viện Đa khoa Quốc tế Hợp Lực,19.4274893,105.7648588
Bệnh viện Đa khoa Bắc Ninh số 2,21.274755,106.1975944
Trạm Y tế phường Thị Cầu,21.1961644,106.0936313
Bệnh viện K (Cơ sở 2 - Tam Hiệp),20.9546402,105.8323646
Bệnh viện Quân y 13,13.7505205,109.2138587
Bệnh viện Y dược cổ truyền Vĩnh Long,10.2512465,105.9786407
Bệnh viện Sản - Nhi Bắc Ninh số 2,21.1694459,106.0680529
Bệnh viện Đa khoa khu vực Quảng Ninh,17.365573,106.6751478
Trung tâm Y tế huyện Xuân Lộc,10.9090519,107.3686378
Trung tâm Y tế phường Hoàng Mai,20.9682141,105.8464991
Bệnh viện Đa khoa Mê Linh,21.1800717,105.6819888
Bệnh viện Tâm thần Nghệ An,18.7077763,105.6759079
Bệnh viện Hữu nghị Đa khoa tỉnh Nghệ An,18.7079024,105.6777478
Bệnh viện Đa khoa thành phố Vinh,18.664738,105.6835777
Trung tâm Y tế quận Thanh Xuân,20.9909108,105.8123873
Bệnh xá Công an tỉnh Hưng Yên,20.6644645,106.0541733
Bệnh viện Đa khoa tỉnh Hưng Yên,20.6662171,106.0600327
Bệnh viện Tâm thần Trung ương 2,10.9669953,106.8455307
Bệnh viện Đa khoa Phố Nối,20.9406703,106.0566551
Bệnh viện Sản - Nhi tỉnh Hưng Yên,20.7248661,106.0560013
Bệnh viện Phổi Hưng Yên,20.6680499,106.0511029
Bệnh viện Bệnh Nhiệt đới tỉnh Hưng Yên,20.6690384,106.0512991
Bệnh viện Mắt Hưng Yên,20.6617027,106.0604761
Bệnh viện Sức khỏe tâm thần kinh tỉnh Hưng Yên,20.7373988,106.0343119
Bệnh viện Y dược cổ truyền Hưng Yên,20.6656155,106.0628231
Trung tâm Y tế Phố Hiến,20.6480911,106.0548481
Bệnh viện Đa khoa khu vực Long Khánh,10.9406681,107.215243
Bệnh viện Đa khoa khu vực Định Quán,11.1986865,107.3630534
VNVC tỉnh Đồng Nai,10.9468657,106.8579378
Bệnh viện Phổi tỉnh Đồng Nai,10.8754047,106.9189913
Bệnh viện Da liễu tỉnh Đồng Nai,11.0003405,106.8532809
Trung tâm Y tế khu vực Biên Hoà,10.9525208,106.8522011
Trung tâm Y tế huyện Vĩnh Cửu,11.0953109,107.0241106
Trung Tâm Y Tế Tân Phú,11.2738264,107.4408176
Trung tâm Y tế huyện Định Quán,11.2052184,107.3588182
Trung tâm Y tế huyện Vĩnh Cửu - cơ sở 2,11.0136219,106.8483429
Trung tâm Y tế Kim Động,20.7332711,106.055344
Trung tâm Y tế Khoái Châu,20.8421848,105.9790677
Bệnh viện A Thái Nguyên,21.5713314,105.8107295
Trung tâm Y tế Văn Lâm,20.9844168,106.0259558
Trung tâm Y tế Phù Cừ,20.7288643,106.1745121
Trung tâm Y tế Ân Thi,20.8208159,106.0952228
Trung tâm Y tế Mỹ Hào,20.9229946,106.0954488
Trung tâm Y tế Yên Mỹ,20.8917039,106.0447753
Trung tâm Y tế Tiên Lữ,20.7058536,106.1345723
Bệnh viện Nội tiết Thanh Hoá,19.7724899,105.7673693
Bệnh viện Da liễu Thanh Hoá,19.7724862,105.7688938
Bệnh viện Tâm thần Thanh Hoá,19.7716755,105.7685917
Bệnh viện Đa khoa tỉnh Thanh Hoá,19.7759087,105.7717411
Bệnh viện Mắt Thanh Hoá,19.7721193,105.7684007
Bệnh viện Phụ sản Thanh Hoá,19.7738314,105.7698995
Bệnh viện Nhi Thanh Hoá,19.7753028,105.7740861
Bệnh viện Ung bướu tỉnh Thanh Hoá,19.766714,105.7747351
Bệnh viện Đa khoa Cao su Dầu Tiếng,11.2821412,106.3634531
Bệnh viện Đa khoa Bắc Ninh số 2,21.1667986,106.066409
Bệnh viện Đa khoa Phú Yên,13.1092665,109.2993133
Bệnh viện Đa khoa Tâm Hồng Phước,10.9701527,106.8665707
Bệnh viện Đa khoa Nghi Sơn,19.4628172,105.7900085
"Trung tâm phòng, chống HIV/ AIDS tỉnh Bắc Ninh",21.1703092,106.0675899
Trung tâm Chăm sóc Sức khỏe sinh sản tỉnh Đồng Nai,10.9487049,106.8176297
Trung tâm Y tế khu vực Tân Uyên,11.0856347,106.7808929
Bệnh viện Y học cổ truyền và Phục hồi chức năng - Bệnh viện Phổi tỉnh Bắc Ninh,21.1904613,106.0810285
Bệnh viện Mắt tỉnh Bắc Ninh,21.132944,106.0764671
Bệnh viện Sức khoẻ Tâm thần tỉnh Bắc Ninh - Khu điều trị Nội trú,21.1891764,106.0887339
Trung tâm Y tế khu vực Thủ Dầu Một,10.9781083,106.6542386
Trung tâm Y tế khu vực Bến Cát,11.1614455,106.5947891
Trung tâm Y tế khu vực Dầu Tiếng,11.2875267,106.3929878
Bệnh viện Đa khoa Hà Nam,20.5407578,105.9164051
Bệnh viện Phổi Hà Nam,20.5364736,105.9286833
Trung tâm Y tế thành phố Tân An,10.5383985,106.4158639
Bệnh viện Phổi Long An,10.518564,106.412216
Bệnh viện Sản nhi TWG Long An,10.519945,106.4202166
Bệnh viện Đa khoa khu vực Hậu Nghĩa,10.8792828,106.3941248
Phòng khám Đa khoa Quân dân y Tiền Giang,10.3974752,106.2563466
Bệnh viện Lao và Bệnh phổi Tiền Giang,10.394346,106.3110564
Bệnh viện Đa khoa khu vực Gò Công,10.3519219,106.6832141
Bệnh viện Đa khoa khu vực Cai Lậy,10.4061286,106.1293077
Bệnh viện Tâm thần Tiền Giang,10.4013008,106.2314867
Trung tâm Y tế huyện Cái Bè,10.3662325,106.0323142
Trung tâm Y tế huyện Cai Lậy (cơ sở 2),10.4977566,106.093619
Trung tâm Y tế huyện Gò Công Đông (cơ sở 2),10.3984443,106.7185209
Trung tâm Y tế huyện Tân Phước,10.4755543,106.1849316
Trung tâm Y tế huyện Châu Thành,10.4466593,106.3416684
Trung tâm Y tế huyện Gò Công Tây,10.3404383,106.5791976
Trung tâm Y tế thành phố Mĩ Tho,10.3645962,106.3642142
Trung tâm Y tế huyện Tân Phú Đông,10.2688213,106.6441399
Trung tâm Y tế huyện Chợ Gạo,10.3540197,106.4491466
Trung tâm Y tế huyện Gò Công Đông,10.3218152,106.7158489
Bệnh viện Đa khoa Hòa Bình,20.8258188,105.354162
Bệnh viện Quân y 109,21.3002973,105.5789398
Bệnh viện Đa khoa Ba Vì,21.2162285,105.410044
Bệnh viện Đa khoa Phú Xuyên,20.7303975,105.9145075
Bệnh viện Đa khoa Đan Phượng,21.087289,105.6713034
Bệnh viện Đa khoa Chương Mỹ,20.9208472,105.6984673
Bệnh viện Đa khoa Hoài Đức,21.0563858,105.7021556
Bệnh viện Đa khoa Thanh Oai,20.8621134,105.7572768
Bệnh viện Đa khoa Mỹ Đức,20.6782283,105.7545412
Trạm y tế xã Hố Nai 3,10.9655886,106.920561
Bệnh viện Phong - Da liễu Trung ương Quỳnh Lập (cơ sở 2),19.2613201,105.7151968
Bệnh viện 71 Trung ương,19.7588347,105.8422546
Trung tâm Y tế huyện Tiên Du,21.1333784,106.026964
Trung tâm Y tế huyện Yên Phong,21.1992903,105.9543014
Trung tâm Y tế thành phố Bắc Ninh,21.1811289,106.0573836
Trung tâm Y tế thị xã Thuận Thành,21.0383603,106.0869532
Trung tâm Y tế huyện Gia Bình,21.053137,106.1815146
Trung tâm Y tế huyện Lương Tài,21.0237364,106.2078327
Trung tâm Y tế thị xã Quế Võ,21.1545587,106.1588029
Bệnh viện Sản - Nhi Bắc Ninh số 1,21.2802347,106.2127532
Bệnh viện Phục hồi chức năng tỉnh Bắc Giang,21.3129865,106.1589692
Bệnh viện Phổi Bắc Giang,21.309805,106.1681552
Bệnh viện Tâm thần tỉnh Bắc Giang,21.3035561,106.1709165
Bệnh viện Nội tiết tỉnh Bắc Giang,21.2711678,106.1715738
Bệnh viện Ung bướu tỉnh Bắc Giang,21.2724692,106.1717331
Trung tâm Y tế thành phố Sông Công,21.4593691,105.8501064
Bệnh viện Tim mạch An Giang,10.3892417,105.4386154
Bệnh viện Mắt - Tai Mũi Họng - Răng Hàm Mặt An Giang,10.3874613,105.4396253
Bệnh viện Đa khoa Châu Đốc,10.6894307,105.1483663
Bệnh viện Đa khoa khu vực Tân Châu,10.7894333,105.2311929
Trung tâm Y tế Thoại Sơn,10.2587497,105.258809
Trung tâm Y tế Tịnh Biên,10.6233123,105.0149958
Trung tâm Y tế huyện Chợ Mới,10.5445129,105.4003288
Trung tâm Y tế huyện Phú Tân,10.5967815,105.3512869
Trung tâm Y tế khu vực Hoà Bình,9.279924,105.6202375
Trung tâm Y tế khu vực Vĩnh Lợi,9.3582084,105.7078048
Trung tâm Y tế khu vực Giá Rai,9.2403554,105.4461994
Trung tâm Y tế khu vực Hồng Dân,9.5613222,105.4490184
Trung tâm Y tế khu vực Phước Long,9.4316388,105.4611835
Trung tâm Y tế khu vực Đông Hải,9.0322275,105.4227119
Trung tâm Y tế khu vực Bạc Liêu,9.2740406,105.7320865
Bệnh viện Truyền máu - Huyết học (cơ sở 2),10.7093154,106.5760857
Trung tâm y tế thị trấn Trường Sa,8.6443869,111.9186307
Trung tâm Kiểm soát bệnh tật thành phố Cần Thơ,10.0154986,105.7371419
Bệnh viện Mắt - Răng Hàm Mặt Thành phố Cần Thơ,10.038866,105.7861706
Bệnh viện Tim mạch Thành phố Cần Thơ,10.0353925,105.7749967
